age,id,workclass,education,marital-status,occupation,relationship,race,sex,native-country,target
59,tr14465, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
42,tr14466, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male, United-States, <=50K
23,tr14467, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
28,tr14468, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
20,tr14469, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
22,tr14470, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
73,tr14471, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
47,tr14472, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
44,tr14473, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
40,tr14474, Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
37,tr14475, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female, United-States, >50K
39,tr14476, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
49,tr14477, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
44,tr14478, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
27,tr14479, Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Portugal, <=50K
50,tr14480, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
39,tr14481, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
41,tr14482, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female, United-States, <=50K
55,tr14483, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
53,tr14484, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, Black, Male, Puerto-Rico, <=50K
53,tr14485, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
31,tr14486, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, Taiwan, >50K
21,tr14487, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
30,tr14488, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
74,tr14489, ?, HS-grad, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
53,tr14490, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, >50K
47,tr14491, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
60,tr14492, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, Hungary, >50K
59,tr14493, Private, 9th, Separated, Machine-op-inspct, Unmarried, White, Female, Mexico, <=50K
37,tr14494, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
47,tr14495, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
73,tr14496, Local-gov, Some-college, Never-married, Prof-specialty, Other-relative, White, Female, United-States, <=50K
58,tr14497, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female, United-States, <=50K
18,tr14498, ?, 11th, Never-married, ?, Own-child, Black, Male, United-States, <=50K
24,tr14499, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
62,tr14500, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
58,tr14501, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
51,tr14502, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
21,tr14503, Private, HS-grad, Never-married, Sales, Own-child, Black, Male, United-States, <=50K
30,tr14504, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
27,tr14505, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, Canada, <=50K
25,tr14506, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
31,tr14507, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
31,tr14508, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
44,tr14509, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
52,tr14510, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
30,tr14511, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
29,tr14512, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male, United-States, <=50K
36,tr14513, Private, 11th, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
54,tr14514, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
59,tr14515, Local-gov, Some-college, Separated, Protective-serv, Not-in-family, White, Male, United-States, >50K
55,tr14516, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
70,tr14517, ?, Assoc-voc, Never-married, ?, Not-in-family, White, Male, United-States, <=50K
22,tr14518, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
42,tr14519, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
36,tr14520, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
32,tr14521, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
44,tr14522, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
22,tr14523, ?, HS-grad, Never-married, ?, Unmarried, Black, Male, United-States, <=50K
25,tr14524, Private, 11th, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male, Mexico, <=50K
31,tr14525, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
33,tr14526, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
54,tr14527, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
42,tr14528, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
54,tr14529, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
39,tr14530, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male, United-States, <=50K
24,tr14531, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
23,tr14532, Private, 9th, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
54,tr14533, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
23,tr14534, Private, Masters, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
39,tr14535, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
23,tr14536, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
67,tr14537, ?, HS-grad, Widowed, ?, Other-relative, White, Female, United-States, <=50K
19,tr14538, ?, 11th, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female, Laos, <=50K
41,tr14539, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, >50K
32,tr14540, Private, 11th, Never-married, Other-service, Not-in-family, Black, Male, United-States, <=50K
57,tr14541, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
18,tr14542, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female, United-States, <=50K
60,tr14543, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
21,tr14544, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female, United-States, <=50K
53,tr14545, Private, Some-college, Widowed, Adm-clerical, Other-relative, White, Female, United-States, <=50K
38,tr14546, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
53,tr14547, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
24,tr14548, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
36,tr14549, Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
29,tr14550, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
23,tr14551, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
44,tr14552, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
32,tr14553, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
25,tr14554, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
41,tr14555, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
18,tr14556, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
57,tr14557, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
62,tr14558, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male, United-States, >50K
29,tr14559, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
19,tr14560, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female, United-States, <=50K
35,tr14561, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
52,tr14562, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
28,tr14563, Private, 10th, Never-married, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K
38,tr14564, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
42,tr14565, Private, Some-college, Widowed, Sales, Unmarried, Black, Female, United-States, <=50K
41,tr14566, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K
23,tr14567, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
31,tr14568, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
31,tr14569, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Male, Mexico, <=50K
46,tr14570, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
18,tr14571, Private, 11th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
57,tr14572, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
25,tr14573, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
32,tr14574, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
27,tr14575, Private, 9th, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
46,tr14576, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
17,tr14577, ?, 10th, Never-married, ?, Own-child, White, Female, United-States, <=50K
43,tr14578, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, United-States, <=50K
56,tr14579, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States, >50K
19,tr14580, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
20,tr14581, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
42,tr14582, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
90,tr14583, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male, United-States, <=50K
25,tr14584, Private, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
27,tr14585, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female, Jamaica, <=50K
48,tr14586, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
48,tr14587, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male, United-States, <=50K
27,tr14588, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
46,tr14589, Private, Bachelors, Widowed, Tech-support, Unmarried, White, Female, United-States, <=50K
32,tr14590, Private, 5th-6th, Married-civ-spouse, Other-service, Other-relative, White, Male, United-States, <=50K
22,tr14591, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
24,tr14592, Private, Bachelors, Married-AF-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
31,tr14593, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
20,tr14594, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
28,tr14595, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
40,tr14596, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
39,tr14597, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
54,tr14598, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
59,tr14599, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
17,tr14600, Private, 11th, Never-married, Sales, Own-child, White, Female, United-States, <=50K
25,tr14601, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
49,tr14602, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
39,tr14603, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
67,tr14604, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
