workclass,id,education,marital-status,occupation,relationship,race,sex,native-country,target
 Self-emp-not-inc,tr17953, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private,tr17954, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, Other, Male, Canada, <=50K
 Private,tr17955, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Self-emp-not-inc,tr17956, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov,tr17957, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female, United-States, <=50K
 Local-gov,tr17958, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
 Private,tr17959, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico, <=50K
 State-gov,tr17960, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, ?, >50K
 Private,tr17961, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr17962, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr17963, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, ?, <=50K
 Private,tr17964, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr17965, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 ?,tr17966, HS-grad, Married-civ-spouse, ?, Wife, White, Female, Mexico, <=50K
 Self-emp-not-inc,tr17967, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Local-gov,tr17968, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr17969, Masters, Separated, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr17970, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr17971, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr17972, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 State-gov,tr17973, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr17974, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K
 Private,tr17975, 10th, Never-married, Other-service, Unmarried, White, Female, Mexico, <=50K
 Local-gov,tr17976, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 ?,tr17977, Some-college, Never-married, ?, Not-in-family, White, Male, United-States, >50K
 ?,tr17978, Some-college, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private,tr17979, HS-grad, Separated, Prof-specialty, Other-relative, Other, Female, Puerto-Rico, <=50K
 Private,tr17980, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
 Private,tr17981, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, Columbia, <=50K
 Local-gov,tr17982, Bachelors, Separated, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private,tr17983, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 ?,tr17984, 7th-8th, Divorced, ?, Not-in-family, White, Male, United-States, <=50K
 Private,tr17985, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 Private,tr17986, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, White, Female, United-States, <=50K
 ?,tr17987, Bachelors, Widowed, ?, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr17988, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, United-States, >50K
 Private,tr17989, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr17990, 12th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Federal-gov,tr17991, Some-college, Divorced, Exec-managerial, Unmarried, White, Male, United-States, >50K
 Self-emp-not-inc,tr17992, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr17993, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr17994, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 ?,tr17995, HS-grad, Separated, ?, Own-child, White, Male, United-States, <=50K
 State-gov,tr17996, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Federal-gov,tr17997, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female, United-States, <=50K
 Private,tr17998, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr17999, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Local-gov,tr18000, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr18001, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private,tr18002, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private,tr18003, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 ?,tr18004, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc,tr18005, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 State-gov,tr18006, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr18007, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr18008, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
 Private,tr18009, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
 Private,tr18010, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr18011, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr18012, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
 Private,tr18013, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr18014, Some-college, Married-civ-spouse, Sales, Husband, White, Male, Philippines, >50K
 Private,tr18015, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
 ?,tr18016, Some-college, Never-married, ?, Not-in-family, White, Male, United-States, <=50K
 Private,tr18017, Some-college, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr18018, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
 Private,tr18019, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr18020, 11th, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Male, India, <=50K
 Private,tr18021, HS-grad, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Private,tr18022, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private,tr18023, 1st-4th, Never-married, Handlers-cleaners, Not-in-family, White, Male, Mexico, <=50K
 Private,tr18024, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr18025, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc,tr18026, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr18027, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private,tr18028, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr18029, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr18030, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States, >50K
 Private,tr18031, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private,tr18032, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, ?, <=50K
 Private,tr18033, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private,tr18034, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Local-gov,tr18035, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Self-emp-not-inc,tr18036, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr18037, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov,tr18038, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, United-States, <=50K
 ?,tr18039, HS-grad, Divorced, ?, Not-in-family, Black, Female, United-States, <=50K
 Private,tr18040, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr18041, HS-grad, Divorced, Protective-serv, Own-child, White, Female, United-States, <=50K
 ?,tr18042, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Local-gov,tr18043, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr18044, Some-college, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr18045, Assoc-acdm, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Private,tr18046, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr18047, HS-grad, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
 Federal-gov,tr18048, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, >50K
 Private,tr18049, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male, United-States, >50K
 Local-gov,tr18050, HS-grad, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
 Private,tr18051, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private,tr18052, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr18053, 11th, Never-married, Adm-clerical, Other-relative, White, Female, United-States, <=50K
 Private,tr18054, 10th, Never-married, Prof-specialty, Unmarried, Black, Female, United-States, <=50K
 Private,tr18055, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, >50K
 Private,tr18056, 12th, Widowed, Other-service, Unmarried, Black, Female, United-States, <=50K
 Private,tr18057, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr18058, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Other, Female, Mexico, <=50K
 Federal-gov,tr18059, Some-college, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
 Private,tr18060, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr18061, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr18062, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr18063, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov,tr18064, 10th, Never-married, Transport-moving, Other-relative, White, Male, United-States, <=50K
 Self-emp-not-inc,tr18065, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male, United-States, <=50K
 Self-emp-not-inc,tr18066, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr18067, HS-grad, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Private,tr18068, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr18069, Assoc-voc, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr18070, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Private,tr18071, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr18072, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr18073, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Federal-gov,tr18074, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, Philippines, >50K
 Private,tr18075, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private,tr18076, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States, >50K
 Private,tr18077, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private,tr18078, 12th, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr18079, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 State-gov,tr18080, Assoc-acdm, Never-married, Tech-support, Own-child, White, Male, United-States, <=50K
 Private,tr18081, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr18082, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, South, <=50K
 Private,tr18083, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr18084, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, ?, >50K
 Private,tr18085, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
 Self-emp-not-inc,tr18086, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr18087, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
 ?,tr18088, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
 Private,tr18089, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr18090, Some-college, Never-married, Craft-repair, Unmarried, Black, Male, United-States, <=50K
 Private,tr18091, Some-college, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
 State-gov,tr18092, 1st-4th, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private,tr18093, 10th, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female, Portugal, <=50K
 Private,tr18094, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr18095, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
